2.016093001000000000e+11,1.596777534484863281e+01,1.867155838012695312e+01,1.047663879394531250e+01,2.805518531799316406e+01
2.016093002000000000e+11,1.325257015228271484e+01,2.009455680847167969e+01,1.005563163757324219e+01,2.265787124633789062e+01
2.016093003000000000e+11,1.124497795104980469e+01,2.135818481445312500e+01,9.425690650939941406e+00,1.864277648925781250e+01
2.016093004000000000e+11,9.903823852539062500e+00,2.221566963195800781e+01,8.820773124694824219e+00,1.534283542633056641e+01
2.016093005000000000e+11,9.173370361328125000e+00,2.299584388732910156e+01,8.525252342224121094e+00,1.261754226684570312e+01
2.016093006000000000e+11,8.671280860900878906e+00,2.402508544921875000e+01,8.392348289489746094e+00,1.045415306091308594e+01
2.016093007000000000e+11,8.153391838073730469e+00,2.485251617431640625e+01,8.217889785766601562e+00,8.764140129089355469e+00
2.016093008000000000e+11,7.681303024291992188e+00,2.483411788940429688e+01,7.981402397155761719e+00,7.429903030395507812e+00
2.016093009000000000e+11,7.376089572906494141e+00,2.399609375000000000e+01,7.712280273437500000e+00,6.365247726440429688e+00
2.016093010000000000e+11,7.235270977020263672e+00,2.294854736328125000e+01,7.406484127044677734e+00,5.502923965454101562e+00
2.016093011000000000e+11,7.098994255065917969e+00,2.217538261413574219e+01,7.069159507751464844e+00,4.798621654510498047e+00
2.016093012000000000e+11,6.802882671356201172e+00,2.185603332519531250e+01,6.719475746154785156e+00,4.223297595977783203e+00
2.016093013000000000e+11,6.334704875946044922e+00,2.181975173950195312e+01,6.372825145721435547e+00,3.751723289489746094e+00
2.016093014000000000e+11,5.792076587677001953e+00,2.174486351013183594e+01,6.040999412536621094e+00,3.364518404006958008e+00
2.016093015000000000e+11,5.265459060668945312e+00,2.148901176452636719e+01,5.730694770812988281e+00,3.041897296905517578e+00
2.016093016000000000e+11,4.806768417358398438e+00,2.101333618164062500e+01,5.449486732482910156e+00,2.768698930740356445e+00
2.016093017000000000e+11,4.418800354003906250e+00,2.030596351623535156e+01,5.197179317474365234e+00,2.531113624572753906e+00
2.016093018000000000e+11,4.081519126892089844e+00,1.938029289245605469e+01,4.975227832794189453e+00,2.322510004043579102e+00
2.016093019000000000e+11,3.766171932220458984e+00,1.830789184570312500e+01,4.778475284576416016e+00,2.136119365692138672e+00
2.016093020000000000e+11,3.460716485977172852e+00,1.717845344543457031e+01,4.605446815490722656e+00,1.968995690345764160e+00
2.016093021000000000e+11,3.166786432266235352e+00,1.605120468139648438e+01,4.451727867126464844e+00,1.818653583526611328e+00
2.016093022000000000e+11,2.890511512756347656e+00,1.497047710418701172e+01,4.313289642333984375e+00,1.683677434921264648e+00
2.016093023000000000e+11,2.636237144470214844e+00,1.395777130126953125e+01,4.189417839050292969e+00,1.562758922576904297e+00
2.016100100000000000e+11,2.408155918121337891e+00,1.301562118530273438e+01,4.076520442962646484e+00,1.454383373260498047e+00
2.016100101000000000e+11,2.203086137771606445e+00,1.214927196502685547e+01,3.975602388381958008e+00,1.357776641845703125e+00
2.016100102000000000e+11,2.022791385650634766e+00,1.135119628906250000e+01,3.881903171539306641e+00,1.272216916084289551e+00
2.016100103000000000e+11,1.863720774650573730e+00,1.062217903137207031e+01,3.799408674240112305e+00,1.197040319442749023e+00
2.016100104000000000e+11,1.724553227424621582e+00,9.948755264282226562e+00,3.723543405532836914e+00,1.131640553474426270e+00
2.016100105000000000e+11,1.602751255035400391e+00,9.335382461547851562e+00,3.655484199523925781e+00,1.075469970703125000e+00
2.016100106000000000e+11,1.496257305145263672e+00,8.767121315002441406e+00,3.594998359680175781e+00,1.026691794395446777e+00
2.016100107000000000e+11,1.402794003486633301e+00,8.244056701660156250e+00,3.539172172546386719e+00,9.836239218711853027e-01
2.016100108000000000e+11,1.320502281188964844e+00,7.760595798492431641e+00,3.489233255386352539e+00,9.447116255760192871e-01
2.016100109000000000e+11,1.247726440429687500e+00,7.317691326141357422e+00,3.443710327148437500e+00,9.079890847206115723e-01
2.016100110000000000e+11,1.182571768760681152e+00,6.905957221984863281e+00,3.402511119842529297e+00,8.731327056884765625e-01
2.016100111000000000e+11,1.124081254005432129e+00,6.527601718902587891e+00,3.365548849105834961e+00,8.400836586952209473e-01
2.016100112000000000e+11,1.071321487426757812e+00,6.177706718444824219e+00,3.331439018249511719e+00,8.087849617004394531e-01
2.016100113000000000e+11,1.022799372673034668e+00,5.855320930480957031e+00,3.301434278488159180e+00,7.796633839607238770e-01
2.016100114000000000e+11,9.783055782318115234e-01,5.554689884185791016e+00,3.275471925735473633e+00,7.531191706657409668e-01
2.016100115000000000e+11,9.371840357780456543e-01,5.277726650238037109e+00,3.250919342041015625e+00,7.288278937339782715e-01
2.016100116000000000e+11,8.989773392677307129e-01,5.018666744232177734e+00,3.230328321456909180e+00,7.069458961486816406e-01
2.016100117000000000e+11,8.630656003952026367e-01,4.778657436370849609e+00,3.211092472076416016e+00,6.871669292449951172e-01
2.016100118000000000e+11,8.293549418449401855e-01,4.553580760955810547e+00,3.193200588226318359e+00,6.697107553482055664e-01
2.016100119000000000e+11,7.977137565612792969e-01,4.344412803649902344e+00,3.176638603210449219e+00,6.540629267692565918e-01
2.016100120000000000e+11,7.679126858711242676e-01,4.147654056549072266e+00,3.161395788192749023e+00,6.402323842048645020e-01
2.016100121000000000e+11,7.402967214584350586e-01,3.965512990951538086e+00,3.148725271224975586e+00,6.280649900436401367e-01
2.016100122000000000e+11,7.152681350708007812e-01,3.794500827789306641e+00,3.136084794998168945e+00,6.171964406967163086e-01
2.016100123000000000e+11,6.938703656196594238e-01,3.635235786437988281e+00,3.124734401702880859e+00,6.076008677482604980e-01
2.016100200000000000e+11,6.768494844436645508e-01,3.487518310546875000e+00,3.114665269851684570e+00,5.989310145378112793e-01
2.016100201000000000e+11,6.647149920463562012e-01,3.349525451660156250e+00,3.104615211486816406e+00,5.910644531250000000e-01
2.016100202000000000e+11,6.547914147377014160e-01,3.221691131591796875e+00,3.095835924148559570e+00,5.839889049530029297e-01
2.016100203000000000e+11,6.443832516670227051e-01,3.101829767227172852e+00,3.088322877883911133e+00,5.774804949760437012e-01
2.016100204000000000e+11,6.320838332176208496e-01,2.991442918777465820e+00,3.080821037292480469e+00,5.714257359504699707e-01
2.016100205000000000e+11,6.170699000358581543e-01,2.888138771057128906e+00,3.074577569961547852e+00,5.658195018768310547e-01
2.016100206000000000e+11,6.002939939498901367e-01,2.792892932891845703e+00,3.069587469100952148e+00,5.606565475463867188e-01
2.016100207000000000e+11,5.823589563369750977e-01,2.703323125839233398e+00,3.063357830047607422e+00,5.558272004127502441e-01
