2.016093001000000000e+09,1.519904240000000128e-01,1.730156479999999997e+00,7.334051200000000215e-01,5.833260799999999691e-01
2.016093002000000000e+09,1.475305279999999941e-01,1.812275199999999975e+00,7.334051200000000215e-01,5.833260799999999691e-01
2.016093003000000000e+09,1.425042959999999748e-01,1.853334559999999964e+00,7.334051200000000215e-01,5.833260799999999691e-01
2.016093004000000000e+09,1.393186559999999852e-01,1.883067199999999941e+00,7.249100800000001232e-01,5.833260799999999691e-01
2.016093005000000000e+09,1.376196480000000111e-01,1.917047359999999978e+00,7.164150400000000030e-01,5.833260799999999691e-01
2.016093006000000000e+09,1.342216320000000074e-01,1.928374079999999990e+00,7.079199999999999937e-01,5.833260799999999691e-01
2.016093007000000000e+09,1.308236160000000037e-01,1.922710719999999984e+00,6.994249599999999845e-01,5.748310399999999598e-01
2.016093008000000000e+09,1.275671840000000001e-01,1.934037439999999997e+00,6.994249599999999845e-01,5.833260799999999691e-01
2.016093009000000000e+09,1.244523359999999967e-01,1.945364160000000009e+00,6.888061600000000562e-01,5.833260799999999691e-01
2.016093010000000000e+09,1.211959039999999932e-01,1.928374079999999990e+00,6.852665599999999690e-01,5.833260799999999691e-01
2.016093011000000000e+09,1.180810560000000037e-01,1.922710719999999984e+00,6.810190399999999089e-01,5.833260799999999691e-01
2.016093012000000000e+09,1.166652160000000021e-01,1.894393919999999953e+00,6.682764799999999505e-01,5.719993599999999567e-01
2.016093013000000000e+09,1.151077920000000004e-01,1.883067199999999941e+00,6.682764799999999505e-01,5.719993599999999567e-01
2.016093014000000000e+09,1.119929440000000109e-01,1.854042479999999937e+00,6.583655999999999953e-01,5.719993599999999567e-01
2.016093015000000000e+09,1.090196800000000077e-01,1.812983119999999948e+00,6.484547200000000400e-01,5.719993599999999567e-01
2.016093016000000000e+09,1.054800800000000038e-01,1.783250479999999971e+00,6.484547200000000400e-01,5.719993599999999567e-01
2.016093017000000000e+09,1.040642400000000023e-01,1.758473280000000027e+00,6.434992800000000068e-01,5.719993599999999567e-01
2.016093018000000000e+09,1.019404800000000000e-01,1.730156479999999997e+00,6.201379200000000091e-01,5.606726400000000554e-01
2.016093019000000000e+09,9.939196800000001109e-02,1.696176319999999960e+00,6.116428799999999999e-01,5.606726400000000554e-01
2.016093020000000000e+09,9.726820800000000877e-02,1.656532799999999916e+00,6.116428799999999999e-01,5.606726400000000554e-01
2.016093021000000000e+09,9.656028800000000800e-02,1.639542719999999898e+00,6.116428799999999999e-01,5.606726400000000554e-01
2.016093022000000000e+09,9.656028800000000800e-02,1.605562560000000083e+00,6.073953599999999398e-01,5.606726400000000554e-01
2.016093023000000000e+09,9.592315999999999343e-02,1.582909120000000058e+00,5.946527999999999814e-01,5.606726400000000554e-01
2.016100100000000000e+09,9.401177599999999135e-02,1.568042799999999959e+00,6.031478399999999906e-01,5.606726400000000554e-01
2.016100101000000000e+09,9.273751999999998996e-02,1.529107199999999889e+00,5.946527999999999814e-01,5.606726400000000554e-01
2.016100102000000000e+09,9.146326400000000245e-02,1.512825040000000065e+00,5.946527999999999814e-01,5.606726400000000554e-01
2.016100103000000000e+09,9.018900799999998719e-02,1.497958719999999966e+00,5.946527999999999814e-01,5.606726400000000554e-01
2.016100104000000000e+09,8.891475199999998580e-02,1.470349839999999908e+00,5.904052799999999213e-01,5.606726400000000554e-01
2.016100105000000000e+09,8.764049599999998441e-02,1.455483520000000031e+00,5.946527999999999814e-01,5.606726400000000554e-01
2.016100106000000000e+09,8.636623999999999690e-02,1.438493440000000234e+00,5.776627199999999629e-01,5.606726400000000554e-01
2.016100107000000000e+09,8.636623999999999690e-02,1.427874639999999973e+00,5.776627199999999629e-01,5.606726400000000554e-01
